level_0	hhid14	pid14	panel	tk01	tk02	tk03	tk04	tk01a	tk01b	tk01c	tk01d	tk25a9x	age	marstat	sex	link	hhsize	nonfood	food	total	kabid	nmkab2014	pce	sc05	sc21x	ar02b_14	hhid07	pid07	dl06	dl05a	dl07a	dl30	dl42	index	dl2type	dl16j	dl10	dl16c2	dl16e	dl11d	dl11e	dl11f	sw00	sw01	sw03b	kk01	kk02a	kk02c	nonfood07	food07	total07	pce07	change
552	0161500	6	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		15.0	1:Not ye	1:Male	016150006	2	587377.7	424622.2	1011999.9	1271	SIBOLGA	871814.28	1:Urban	11:Move	3:Childr	0161500	6	5:Senior	6.0	1:Yes	1:Yes	1:Yes	1403	3	20	5			6:Still			2:Very s	3.0	3:More t	2:Somewh	0.0	2:Somewh	378431.55	438409.68	816841.23	811072.62	195158.67
553	0161641	3	3:New	3:Attend	1:Yes			1:Yes	1:Yes	3:No	3:No		16.0	1:Not ye	3:Female	016164103	3	1071158.2	646349.09	1717507.3	1271	SIBOLGA	1683488.9	1:Urban	11:Move	3:Childr	0161641	3	5:Senior	6.0	1:Yes	1:Yes	3:No	1407	3	7	5			6:Still			2:Very s	3.0	2:Adequa	2:Somewh	0.0	2:Somewh	598320.47	509074.31	1107394.8	1056920.1	610112.51
554	0170500	6	3:New	1:Workin				1:Yes	3:No	3:No	3:No		19.0	1:Not ye	3:Female	017050006	5	219383.46	558022.82	777406.28	1271	SIBOLGA	749088.76	1:Urban	11:Move	3:Childr	0170500	6	5:Senior	5.0	3:No	3:No		1429	3	15	5	6.0	42.25			2013.0	3:Somewh	5.0	1:Less a	2:Somewh	0.0	3:About	335165.32	359215.73	694381.06	638597.29	83025.224
556	0170851	3	3:New	3:Attend	1:Yes			1:Yes	1:Yes	3:No	3:No		18.0	1:Not ye	1:Male	017080008	9	296126.52	472207.41	768333.93	1271	SIBOLGA	748084.89	1:Urban	11:Move	3:Childr	0170800	8	6:Senior	6.0	1:Yes	1:Yes	3:No	1439	3	30	6			6:Still			2:Very s	3.0	2:Adequa	2:Somewh	0.0	3:About	147589.26	380147.31	527736.57	499210.8	240597.37
557	0170851	4	3:New	3:Attend	1:Yes			1:Yes	1:Yes	3:No	3:No	2:Less t	15.0	1:Not ye	1:Male	017080009	9	296126.52	472207.41	768333.93	1271	SIBOLGA	748084.89	1:Urban	11:Move	3:Childr	0170800	9	3:Junior	7.0	1:Yes	1:Yes	1:Yes	1441	2	40	3			6:Still			3:Somewh	1:Poores	1:Less a	1:Very h	0.0	2:Somewh	147589.26	380147.31	527736.57	499210.8	240597.37
558	0171000	4	3:New	1:Workin				1:Yes	3:No	3:No	3:No		24.0	1:Not ye	1:Male	017100004	7	372192.79	451958.4	824151.19	1271	SIBOLGA	824151.21	1:Urban	11:Move	3:Childr	0171000	4	5:Senior	6.0	3:No	3:No		1449	3	20	5	6.0				2008.0	3:Somewh	3.0	2:Adequa	4:Very u	7.0	2:Somewh	812200.48	586661.34	1398861.8	1398861.8	-574710.64
559	0171321	6	3:New	1:Workin				1:Yes	3:No	3:No	3:No		15.0	1:Not ye	1:Male	017132105	4	963951.27	484761.83	1448713.1	1271	SIBOLGA	1245443.9	1:Urban	11:Move	8:Siblin	0171321	8	3:Junior	6.0	3:No	3:No		1471	2	2	3			3:No	V	2012.0	4:Not ve	2.0	2:Adequa	2:Somewh	0.0	3:About	167021.65	449139.14	616160.8	616160.81	832552.3
560	0171600	15	3:New	1:Workin				1:Yes	1:Yes	1:Yes	3:No		19.0	1:Not ye	3:Female	017160015	5	459528.41	294137.44	753665.85	1271	SIBOLGA	749460.32	1:Urban	11:Move	10:Grand	0171600	15	61:Unive	6.0	1:Yes	1:Yes	3:No	1483	4	30	61			6:Still			2:Very s	3.0	2:Adequa	1:Very h	7.0	1:Much b	184294.02	137810.62	322104.64	322104.63	431561.22
561	0171600	16	3:New	3:Attend	1:Yes			3:No	1:Yes	3:No	3:No		15.0	1:Not ye	1:Male	017160016	5	459528.41	294137.44	753665.85	1271	SIBOLGA	749460.32	1:Urban	11:Move	10:Grand	0171600	16	5:Senior	6.0	1:Yes	1:Yes	1:Yes	1486	3	20	5			6:Still			3:Somewh	3.0	2:Adequa	2:Somewh	0.0	2:Somewh	184294.02	137810.62	322104.64	322104.63	431561.22
562	0171641	3	3:New	1:Workin				1:Yes	3:No	3:No	3:No	1:Receiv	19.0	1:Not ye	1:Male	017164103	6	561011.11	402753.25	963764.36	1271	SIBOLGA	844606.62	1:Urban	13:Move	3:Childr	0171641	3	5:Senior	5.0	3:No	1:Yes	3:No	1498	3	30	5	6.0				2014.0	4:Not ve	4.0	3:More t	1:Very h	1.0	2:Somewh	107672.17	351400.73	459072.9	459072.9	504691.46
563	0171641	4	3:New	3:Attend	1:Yes			1:Yes	1:Yes	1:Yes	3:No		17.0	1:Not ye	1:Male	017164104	6	561011.11	402753.25	963764.36	1271	SIBOLGA	844606.62	1:Urban	13:Move	3:Childr	0171641	4	6:Senior	6.0	1:Yes	1:Yes	1:Yes	1501	3	30	6			6:Still			2:Very s	4.0	2:Adequa	2:Somewh	0.0	1:Much b	107672.17	351400.73	459072.9	459072.9	504691.46
564	0171941	3	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	1:Yes	1:Yes		19.0	1:Not ye	3:Female	017194103	5	526424.98	427173.58	953598.56	1271	SIBOLGA	953598.49	1:Urban	11:Move	3:Childr	0171941	3	61:Unive	7.0	1:Yes	1:Yes	3:No	1515	4	30	61			6:Still			3:Somewh	2.0	2:Adequa	2:Somewh	0.0	2:Somewh	1232845.2	0	1232845.2		-279246.67
565	0171941	4	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		16.0	1:Not ye	1:Male	017194104	5	526424.98	427173.58	953598.56	1271	SIBOLGA	953598.49	1:Urban	11:Move	3:Childr	0171941	4	6:Senior	6.0	1:Yes	1:Yes	3:No	1518	3	30	6			6:Still			2:Very s	1:Poores	1:Less a	2:Somewh	0.0	2:Somewh	1232845.2	0	1232845.2		-279246.67
566	0141300	9	3:New	1:Workin				1:Yes	3:No	3:No	3:No		22.0	1:Not ye	1:Male	014130009	9	130170.12	247038.19	377208.32	1204	TAPANULI TENGAH	375339.15	2:Rural	12:Move	3:Childr	0141300	9	2:Elemen	7.0	3:No	3:No														2:Somewh	0.0	2:Somewh	550844.58	175460	726304.58	720757.87	-349096.26
567	0150431	3	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		16.0	1:Not ye	3:Female	015043103	8	144373.65	274956.54	419330.19	1204	TAPANULI TENGAH	419330.16	1:Urban	11:Move	3:Childr	0150431	3	6:Senior	6.0	1:Yes	1:Yes	3:No	1280	3	15	6			6:Still			4:Not ve	3.0	1:Less a	1:Very h	0.0	1:Much b	117826.29	274486.77	392313.06	383438.33	27017.127
568	0150900	3	1:Panel	4:Housek	3:No	3:No	3:No	3:No	3:No	1:Yes	1:Yes		23.0	1:Not ye	3:Female	015090003	5	637564.11	949841.59	1587405.7	1204	TAPANULI TENGAH	1050494.9	1:Urban	11:Move	3:Childr	0150900	3	61:Unive	6.0	3:No	1:Yes	1:Yes	1304	4	10	61					2014.0	2:Very s	4.0	3:More t	2:Somewh	0.0	3:About	375987.31	284581.72	660569.03	656131.65	926836.66
569	0150900	7	3:New	3:Attend	3:No	3:No	3:No	1:Yes	1:Yes	3:No	3:No		18.0	1:Not ye	3:Female	015090007	5	637564.11	949841.59	1587405.7	1204	TAPANULI TENGAH	1050494.9	1:Urban	11:Move	3:Childr	0150900	7	5:Senior	7.0	1:Yes	1:Yes	3:No	1307	3	15	5			6:Still			2:Very s	4.0	3:More t	2:Somewh	0.0	3:About	375987.31	284581.72	660569.03	656131.65	926836.66
570	0151100	7	1:Panel	1:Workin				1:Yes	3:No	3:No	3:No		23.0	1:Not ye	1:Male	015110007	3	466117.14	313455.02	779572.15	1204	TAPANULI TENGAH	756207.84	1:Urban	96:SAME	3:Childr	0151142	3	6:Senior	6.0	3:No															2:Somewh	0.0	2:Somewh	547272.51	636463.16	1183735.7	1161548.9	-404163.52
571	0151800	9	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	1:Yes	3:No		18.0	1:Not ye	3:Female	015180009	4	1156331.5	980913.73	2137245.2	1204	TAPANULI TENGAH	1432637.3	1:Urban	96:SAME	13:Nephe	0151800		5:Senior	6.0	1:Yes	1:Yes	1:Yes	1344	3	10	5			6:Still			1:Comple	3.0	2:Adequa	3:Somewh	3.0	1:Much b	597346.48	1156824.7	1754171.2	1424920.1	383074.06
572	0161700	4	3:New	1:Workin				1:Yes	3:No	3:No	3:No	2:Less t	20.0	1:Not ye	1:Male	016170004	4	899711.24	467904.51	1367615.7	1204	TAPANULI TENGAH	1357101.9	1:Urban	13:Move	3:Childr	0161700	4	6:Senior	6.0	3:No	3:No		1411	3	6	6	4.0	31.17			2012.0	2:Very s	3.0	3:More t	2:Somewh	1.0	3:About	297244.4	389607.73	686852.13	680196.14	680763.62
573	0161700	5	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		19.0	1:Not ye	3:Female	016170005	4	899711.24	467904.51	1367615.7	1204	TAPANULI TENGAH	1357101.9	1:Urban	13:Move	3:Childr	0161700	5	61:Unive	6.0	1:Yes	1:Yes	3:No	1415	4	15	61			6:Still			2:Very s	4.0	3:More t	2:Somewh	0.0	2:Somewh	297244.4	389607.73	686852.13	680196.14	680763.62
574	0170400	10	3:New	95:Other	3:No	1:Yes		3:No	3:No	3:No	3:No		21.0	1:Not ye	1:Male	017040010	6	153374.73	210792.42	364167.15	1204	TAPANULI TENGAH	346200.03	1:Urban	11:Move	3:Childr	0170400	10	2:Elemen	6.0	3:No	3:No		1423	1	2	2			3:No	E	2007.0	4:Not ve	2.0	1:Less a	2:Somewh	0.0	3:About	268108.07	243240.45	511348.52	404852.24	-147181.37
575	0170951	3	1:Panel	1:Workin				1:Yes	3:No	3:No	1:Yes		24.0	1:Not ye	3:Female	017090006	6	664211.08	459551.78	1123762.9	1204	TAPANULI TENGAH	1038483.4	1:Urban	13:Move	9:Brothe	0170900	6	6:Senior	7.0	3:No	3:No		1446	3	10	6	5.0	37.05			2010.0	2:Very s	4.0	2:Adequa	1:Very h	3.0	2:Somewh	221930.63	0	221930.63		901832.23
576	0171200	6	3:New	1:Workin				1:Yes	3:No	3:No	3:No	1:Receiv	19.0	1:Not ye	1:Male	017120006	3	580812.34	1346155.7	1926968	1204	TAPANULI TENGAH	1778838.6	2:Rural	11:Move	3:Childr	0171200	6	6:Senior	7.0	3:No	1:Yes	1:Yes	1455	3	25	6	4.0	18.8			2014.0	2:Very s	2.0	2:Adequa	2:Somewh	0.0	2:Somewh	463258.78	336306.38	799565.16	799565.11	1127402.8
577	0171741	3	3:New	95:Other	3:No	3:No	3:No	3:No	3:No	3:No	3:No		16.0	1:Not ye	3:Female	017170010	7	431591.44	423580.83	855172.26	1204	TAPANULI TENGAH	827535.64	2:Rural	1:Distan	3:Childr	0171741	3	6:Senior	6.0	1:Yes	1:Yes	1:Yes	1511	3	45	6			6:Still			3:Somewh	2.0	1:Less a	2:Somewh	2.0	4:Somewh	182232.24	303260.81	485493.04	470279.26	369679.22
578	0150651	1	1:Panel	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		22.0	1:Not ye	1:Male	015060004	4	798966.77	233480.84	1032447.6	1273	PEMATANG SIANTAR	824165.47	1:Urban	13:Move	13:Nephe	0150600	4	61:Unive	6.0	1:Yes	1:Yes	1:Yes	1284	4	10	61			6:Still			3:Somewh	3.0	2:Adequa	2:Somewh	0.0	2:Somewh	594733.6	679246.48	1273980.1	1273980	-241532.47
579	0190831	3	3:New	1:Workin				1:Yes	3:No	3:No	1:Yes		19.0	1:Not ye	1:Male	019083103	5	133778.58	425059.42	558838	1273	PEMATANG SIANTAR	558496.58	1:Urban	11:Move	3:Childr	0190831	3	74:Islam	6.0	3:No	1:Yes	1:Yes	1579	3	15	74	6.0	20.6			2013.0	2:Very s	3.0	2:Adequa	2:Somewh	2.0	1:Much b	122055.89	255758.05	377813.94	377813.96	181024.05
580	0191000	10	3:New	4:Housek	1:Yes			1:Yes	3:No	1:Yes	1:Yes	1:Receiv	20.0	2:Marrie	3:Female	019103103	4	2473657.4	1408431	3882088.4	1273	PEMATANG SIANTAR	2039918.5	1:Urban	11:Move	4:Childr	0191000	10	5:Senior	6.0	3:No	3:No		1582	3	25	5					2011.0	4:Not ve	3.0	1:Less a	3:Somewh	12.0	3:About	136374.41	186973.88	323348.29	321345.6	3558740.1
581	0191011	3	3:New	1:Workin				1:Yes	1:Yes	1:Yes	3:No		20.0	1:Not ye	3:Female	019101103	5	455803.23	690322.05	1146125.3	1273	PEMATANG SIANTAR	872422.15	1:Urban	11:Move	3:Childr	0191011	3	61:Unive	6.0	1:Yes	1:Yes	3:No	1586	4	20	61			6:Still			2:Very s	4.0	2:Adequa	2:Somewh	0.0	2:Somewh	202703.29	211646.27	414349.56	414349.53	731775.72
582	0191011	4	3:New	3:Attend	1:Yes			1:Yes	1:Yes	1:Yes	3:No		19.0	1:Not ye	3:Female	019101104	5	455803.23	690322.05	1146125.3	1273	PEMATANG SIANTAR	872422.15	1:Urban	11:Move	3:Childr	0191011	4	61:Unive	5.0	1:Yes	1:Yes	3:No	1590	4	18	61			6:Still			3:Somewh	3.0	2:Adequa	2:Somewh	3.0	2:Somewh	202703.29	211646.27	414349.56	414349.53	731775.72
583	0192000	7	1:Panel	1:Workin				1:Yes	3:No	3:No	3:No	1:Receiv	23.0	1:Not ye	1:Male	019200007	5	122073.81	195307.16	317380.97	1273	PEMATANG SIANTAR	317380.97	1:Urban	11:Move	3:Childr	0192000	7	5:Senior	6.0	3:No	3:No		1591	3	5	5	6.0				2009.0	3:Somewh	4.0	3:More t	2:Somewh	1.0	2:Somewh	270708.58	251019.7	521728.28	521728.27	-204347.31
584	0230200	3	3:New	7:Sick/d	3:No	3:No	3:No	3:No	3:No	3:No	3:No		23.0	1:Not ye	1:Male	023020003	7	230193.2	341407.08	571600.28	1273	PEMATANG SIANTAR	561552.03	1:Urban	11:Move	3:Childr	0230200	3	3:Junior	6.0	3:No	3:No														2:Somewh	0.0	2:Somewh	382092.96	349735.33	731828.29	728109.05	-160228.01
585	0230200	4	1:Panel	1:Workin				1:Yes	3:No	1:Yes	1:Yes		22.0	1:Not ye	1:Male	023020004	7	230193.2	341407.08	571600.28	1273	PEMATANG SIANTAR	561552.03	1:Urban	11:Move	3:Childr	0230200	4	5:Senior	5.0	3:No	3:No		1803	3	30	5	6.0	49.6			2010.0	2:Very s	4.0	2:Adequa	2:Somewh	0.0	3:About	382092.96	349735.33	731828.29	728109.05	-160228.01
586	0230200	6	3:New	3:Attend	1:Yes			1:Yes	1:Yes	3:No	3:No		19.0	1:Not ye	1:Male	023020006	7	230193.2	341407.08	571600.28	1273	PEMATANG SIANTAR	561552.03	1:Urban	11:Move	3:Childr	0230200	6	5:Senior	6.0	1:Yes	1:Yes	3:No	1806	3	10	5			6:Still			2:Very s	3.0	1:Less a	3:Somewh	1.0	1:Much b	382092.96	349735.33	731828.29	728109.05	-160228.01
587	0230200	7	3:New	3:Attend	1:Yes			1:Yes	1:Yes	1:Yes	3:No		16.0	1:Not ye	1:Male	023020007	7	230193.2	341407.08	571600.28	1273	PEMATANG SIANTAR	561552.03	1:Urban	11:Move	3:Childr	0230200	7	5:Senior	6.0	1:Yes	1:Yes	3:No	1809	3	30	5			6:Still			2:Very s	4.0	2:Adequa	2:Somewh	7.0	2:Somewh	382092.96	349735.33	731828.29	728109.05	-160228.01
588	0170551	3	3:New	1:Workin				1:Yes	3:No	3:No	1:Yes		21.0	1:Not ye	1:Male	017050005	5	288890.71	557158.07	846048.78	1274	TEBING TINGGI	846048.82	1:Urban	13:Move	9:Brothe	0170500	5	6:Senior	4.0	3:No	3:No		1432	3	30	6	3.0				2009.0	1:Comple	3.0	2:Adequa	2:Somewh	2.0	1:Much b	335165.32	359215.73	694381.06	638597.29	151667.73
590	0200600	8	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		15.0	1:Not ye	1:Male	020063103	5	451883.41	921139.62	1373023	1274	TEBING TINGGI	1341883.1	1:Urban	12:Move	3:Childr	0200600	8	5:Senior	6.0	1:Yes	1:Yes	3:No	1598	3	15	5			6:Still			2:Very s	5.0	2:Adequa	2:Somewh	1.0	3:About	528030.89	630651.72	1158682.6	1106612.9	214340.42
591	0200600	10	3:New	1:Workin				1:Yes	3:No	3:No	3:No	1:Receiv	18.0	1:Not ye	1:Male	020060010	5	451883.41	921139.62	1373023	1274	TEBING TINGGI	1341883.1	1:Urban	12:Move	4:Childr	0200600		6:Senior	6.0	3:No	1:Yes	1:Yes	1601	3	20	6	4.0	13.9			2014.0	2:Very s	3.0	3:More t	1:Very h	0.0	2:Somewh	528030.89	630651.72	1158682.6	1106612.9	214340.42
592	0201031	3	3:New	3:Attend	1:Yes			3:No	1:Yes	3:No	3:No		17.0	1:Not ye	3:Female	020103103	5	1203870.6	668660.72	1872531.3	1274	TEBING TINGGI	1719413.3	1:Urban	12:Move	3:Childr	0201031	3	6:Senior	7.0	1:Yes	1:Yes	3:No	1604	3	10	6			6:Still			3:Somewh	3.0	3:More t	2:Somewh	0.0	3:About	306170.27	2386605.1	2692775.3	2373066.9	-820243.97
593	0201031	4	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		17.0	1:Not ye	3:Female	020103104	5	1203870.6	668660.72	1872531.3	1274	TEBING TINGGI	1719413.3	1:Urban	12:Move	3:Childr	0201031	4	5:Senior	6.0	1:Yes	1:Yes	3:No													2:Somewh	0.0	3:About	306170.27	2386605.1	2692775.3	2373066.9	-820243.97
594	0201032	4	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		15.0	1:Not ye	3:Female	020103204	4	675960.83	359542.74	1035503.6	1274	TEBING TINGGI	697471.93	1:Urban	11:Move	3:Childr	0201032	4	5:Senior	7.0	1:Yes	1:Yes	3:No	1607	3	10	5			6:Still			2:Very s	4.0	3:More t	3:Somewh	0.0	2:Somewh	159984.38	270198.73	430183.11	430183.1	605320.46
595	0201300	4	3:New	1:Workin				1:Yes	1:Yes	3:No	3:No		20.0	1:Not ye	3:Female	020130004	3	4807970.8	539166.15	5347136.9	1274	TEBING TINGGI	1782439.8	1:Urban	11:Move	3:Childr	0201300	4	61:Unive	6.0	1:Yes	1:Yes	3:No	1615	4	20	61			6:Still			3:Somewh	3.0	2:Adequa	3:Somewh	4.0	1:Much b	401284.39	516141.6	917425.98	917426.04	4429710.9
596	0201300	6	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		15.0	1:Not ye	1:Male	020130006	3	4807970.8	539166.15	5347136.9	1274	TEBING TINGGI	1782439.8	1:Urban	11:Move	3:Childr	0201300	6	3:Junior	7.0	1:Yes	1:Yes	3:No	1617	2	5	3			6:Still			3:Somewh	2.0	1:Less a	1:Very h	1.0	1:Much b	401284.39	516141.6	917425.98	917426.04	4429710.9
597	0201700	5	3:New	1:Workin				1:Yes	3:No	3:No	1:Yes		21.0	1:Not ye	1:Male	020170005	5	240733.15	290475.02	531208.17	1274	TEBING TINGGI	498429.33	1:Urban	11:Move	3:Childr	0201700	5	73:Islam	5.0	3:No	3:No		1635	2	15	73			3:No	K	2009.0	4:Not ve	1:Poores	2:Adequa	2:Somewh	0.0	3:About	103377.1	142714.57	246091.66	241628.52	285116.51
598	0201800	6	3:New	1:Workin				1:Yes	3:No	3:No	3:No	1:Receiv	20.0	1:Not ye	1:Male	020180006	2	1029118.5	1028025.9	2057144.4	1274	TEBING TINGGI	1611898.7	1:Urban	11:Move	3:Childr	0201800	6	6:Senior	5.0	3:No	3:No		1641	3	15	6	4.0	29.29			2012.0	2:Very s	4.0	2:Adequa	2:Somewh	0.0	3:About	1301744.3	961020.03	2262764.4	1495819.9	-205619.95
599	0202000	8	3:New	3:Attend	1:Yes			1:Yes	1:Yes	3:No	3:No		16.0	1:Not ye	1:Male	020200008	6	721270.72	473708.65	1194979.4	1274	TEBING TINGGI	1027443.1	1:Urban	11:Move	4:Childr	0202000	8	6:Senior	7.0	1:Yes	1:Yes	1:Yes	1652	3	15	6			6:Still			2:Very s	3.0	3:More t	1:Very h	0.0	2:Somewh	250730.42	253840.15	504570.57	502690.26	690408.81
600	0210300	6	3:New	3:Attend	1:Yes			3:No	1:Yes	3:No	3:No		16.0	1:Not ye	3:Female	021030006	3	566823.28	445300.33	1012123.6	1274	TEBING TINGGI	977022.97	1:Urban	11:Move	3:Childr	0210300	6	6:Senior	5.0	1:Yes	1:Yes	1:Yes	1655	3	25	6			6:Still			2:Very s	4.0	2:Adequa	3:Somewh	0.0	2:Somewh	184872.1	579601.71	764473.81	755144.66	247649.81
601	0210541	3	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		15.0	1:Not ye	1:Male	021050010	4	194487.7	396384.77	590872.47	1274	TEBING TINGGI	590872.48	1:Urban	11:Move	3:Childr	0210541	3	6:Senior	5.0	1:Yes	1:Yes	3:No	1661	3	10	6			6:Still			1:Comple	4.0	3:More t	2:Somewh	0.0	2:Somewh	137144.19	345645.67	482789.85	468687.6	108082.62
602	0210900	10	1:Panel	1:Workin				1:Yes	3:No	1:Yes	3:No		23.0	1:Not ye	1:Male	021090010	4	692333.17	381736.73	1074069.9	1274	TEBING TINGGI	912224.45	1:Urban	11:Move	3:Childr	0210900	10	6:Senior	6.0	3:No	3:No		1676	3	15	6	4.0	27.9			2009.0	2:Very s	4.0	3:More t	2:Somewh	0.0	2:Somewh	620810.54	426113.02	1046923.6	1024143	27146.33
603	0211000	4	3:New	1:Workin				1:Yes	3:No	3:No	1:Yes		20.0	1:Not ye	1:Male	021100004	6	302498.48	252123.8	554622.27	1274	TEBING TINGGI	463114.76	1:Urban	11:Move	3:Childr	0211000	4	6:Senior	6.0	3:No	3:No		1680	3	15	6	4.0	22.33			2011.0	3:Somewh	3.0	2:Adequa	1:Very h	2.0	3:About	177438.6	302022.75	479461.35	474760.6	75160.923
604	0211000	5	3:New	1:Workin				1:Yes	3:No	1:Yes	1:Yes		19.0	1:Not ye	1:Male	021100005	6	302498.48	252123.8	554622.27	1274	TEBING TINGGI	463114.76	1:Urban	11:Move	3:Childr	0211000	5	5:Senior	6.0	3:No	1:Yes	3:No	1683	3	15	5	5.0	48			2014.0	3:Somewh	3.0	3:More t	2:Somewh	3.0	4:Somewh	177438.6	302022.75	479461.35	474760.6	75160.923
605	0211300	8	1:Panel	1:Workin				1:Yes	3:No	3:No	3:No		24.0	1:Not ye	1:Male	021130008	7	688326.06	534380.69	1222706.8	1274	TEBING TINGGI	1194220.4	1:Urban	11:Move	3:Childr	0211300	8	6:Senior	7.0	3:No	3:No		1691	3	45	6	4.0	26.15			2009.0	2:Very s	4.0	2:Adequa	3:Somewh	0.0	2:Somewh	178197.95	313539.58	491737.53	483059.22	730969.23
606	0211300	9	1:Panel	95:Other	3:No	1:Yes		3:No	3:No	3:No	3:No		22.0	1:Not ye	1:Male	021130009	7	688326.06	534380.69	1222706.8	1274	TEBING TINGGI	1194220.4	1:Urban	11:Move	3:Childr	0211300	9	3:Junior	6.0	3:No	3:No		1692	2	15	3	4.0	30.5			2008.0	3:Somewh	3.0	2:Adequa	2:Somewh	2.0	3:About	178197.95	313539.58	491737.53	483059.22	730969.23
607	0211400	3	1:Panel	1:Workin				1:Yes	3:No	3:No	3:No	2:Less t	24.0	1:Not ye	1:Male	021140003	5	238424.98	463765.74	702190.71	1274	TEBING TINGGI	685855.94	1:Urban	11:Move	3:Childr	0211400	3	6:Senior	6.0	3:No	3:No		1695	3	30	6	3.0				2008.0	1:Comple	3.0	2:Adequa	2:Somewh	3.0	4:Somewh	147169.42	238797.78	385967.21	385967.2	316223.5
608	0211400	5	3:New	3:Attend	1:Yes			1:Yes	1:Yes	1:Yes	3:No		15.0	1:Not ye	1:Male	021140005	5	238424.98	463765.74	702190.71	1274	TEBING TINGGI	685855.94	1:Urban	11:Move	3:Childr	0211400	5	6:Senior	7.0	1:Yes	1:Yes	3:No	1698	3	30	6			6:Still			2:Very s	4.0	2:Adequa	2:Somewh	0.0	1:Much b	147169.42	238797.78	385967.21	385967.2	316223.5
609	0211600	5	3:New	1:Workin				1:Yes	3:No	1:Yes	3:No		17.0	1:Not ye	3:Female	021160005	3	1663798.4	234191.04	1897989.5	1274	TEBING TINGGI	1864755.4	1:Urban	11:Move	3:Childr	0211600	5	3:Junior	6.0	3:No	3:No		1706	2	30	3	4.0	35.5			2012.0	4:Not ve	3.0	2:Adequa	2:Somewh	0.0	3:About	172524.52	311490.07	484014.6	478807.6	1413974.9
610	0211732	3	3:New	3:Attend	1:Yes			1:Yes	1:Yes	3:No	3:No		16.0	1:Not ye	3:Female	021173203	6	177096.71	165715.17	342811.88	1274	TEBING TINGGI	329154.02	1:Urban	11:Move	3:Childr	0211732	3	74:Islam	7.0	1:Yes	1:Yes	1:Yes	1713	3	20	74			6:Still			2:Very s	2.0	3:More t	2:Somewh	3.0	2:Somewh	94333.074	182313.62	276646.7	276646.71	66165.187
611	0211811	5	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		16.0	1:Not ye	3:Female	021181105	5	419241.17	723701.82	1142943	1274	TEBING TINGGI	827173.65	1:Urban	11:Move	3:Childr	0211811	5	6:Senior	6.0	1:Yes	1:Yes	1:Yes	1716	3	30	6			6:Still			4:Not ve	4.0	2:Adequa	2:Somewh	7.0	2:Somewh	228084.2	432011.75	660095.96	642398.42	482847.04
612	0211841	3	3:New	3:Attend	3:No	3:No	3:No	3:No	1:Yes	3:No	3:No		17.0	1:Not ye	3:Female	021184103	5	344751.29	248501.73	593253.02	1274	TEBING TINGGI	576863.63	1:Urban	13:Move	3:Childr	0211841	3	6:Senior	6.0	1:Yes	1:Yes	1:Yes	1719	3	10	6			6:Still			3:Somewh	4.0	2:Adequa	2:Somewh	0.0	2:Somewh	124009.2	315776.02	439785.22		153467.8
613	0211900	5	1:Panel	1:Workin				1:Yes	3:No	1:Yes	3:No	2:Less t	24.0	4:Divorc	3:Female	021190005	6	539860.41	292664.83	832525.24	1274	TEBING TINGGI	822418.41	1:Urban	11:Move	3:Childr	0211900	5	60:Colle	6.0	3:No	3:No		1721	4	30	60			1:Yes		2010.0	3:Somewh	4.0	1:Less a	1:Very h	0.0	1:Much b	204399.17	213225.72	417624.89	406777.04	414900.34
614	0211900	6	3:New	4:Housek	3:No	3:No	1:Yes	3:No	3:No	1:Yes	3:No		18.0	2:Marrie	3:Female	021190006	6	539860.41	292664.83	832525.24	1274	TEBING TINGGI	822418.41	1:Urban	11:Move	3:Childr	0211900	6	5:Senior	5.0	3:No	3:No		1724	3	15	5	4.0				2013.0	1:Comple	2.0	2:Adequa	2:Somewh	2.0	2:Somewh	204399.17	213225.72	417624.89	406777.04	414900.34
615	0211900	8	3:New	1:Workin				1:Yes	3:No	1:Yes	3:No		24.0	2:Marrie	1:Male	021190008	6	539860.41	292664.83	832525.24	1274	TEBING TINGGI	822418.41	1:Urban	11:Move	5:Sons/d	0211900		5:Senior	6.0	3:No	3:No		1727	3	30	5			3:No	BK	2007.0	3:Somewh	3.0	2:Adequa	2:Somewh	2.0	3:About	204399.17	213225.72	417624.89	406777.04	414900.34
