text,title,publish info,link,author,journal/year,publisher,version,citation,journal,year_publish
"Not in education, employment, or training status among young Swiss men. Longitudinal associations with mental health and substance useS Baggio, K Iglesias, S Deline, J Studer… - Journal of Adolescent …, 2015 - Elsevier… Indeed, NEET status may concern younger and older youth (from 15 to 29 year olds, as reported
in OECD [2]) … However, this status seemed to be an unlikely and transient one among young Swiss
men emerging into adulthood, and most NEET youth did not become … 
  Dirujuk 63 kali Artikel terkait 12 versi  ","Not in education, employment, or training status among young Swiss men. Longitudinal associations with mental health and substance use","S Baggio, K Iglesias, S Deline, J Studer… - Journal of Adolescent …, 2015 - Elsevier",https://www.sciencedirect.com/science/article/pii/S1054139X14003863,"S Baggio, K Iglesias, S Deline, J Studer… "," Journal of Adolescent …, 2015 ", Elsevier,12,63, Journal of Adolescent …,2015
"Evaluation of a surfing programme designed to increase personal well-being and connectedness to the natural environment among 'at risk'young peopleA Hignett, MP White, S Pahl, R Jenkin… - Journal of Adventure …, 2018 - Taylor & Francis… Pretty et al., 2009), which is often the case for those classified as NEET (Public Health … pictorial
nature of the scale makes it suitable for use with children/young people, we used … catching the
wave because that's what it's all about.' Some students specifically men- tioned pleasure … 
  Dirujuk 9 kali Artikel terkait 3 versi  ",Evaluation of a surfing programme designed to increase personal well-being and connectedness to the natural environment among 'at risk'young people,"A Hignett, MP White, S Pahl, R Jenkin… - Journal of Adventure …, 2018 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/14729679.2017.1326829,"A Hignett, MP White, S Pahl, R Jenkin… "," Journal of Adventure …, 2018 ", Taylor & Francis,3,9, Journal of Adventure …,2018
"[HTML][HTML] Exposure to, and searching for, information about suicide and self-harm on the Internet: Prevalence and predictors in a population based cohort of young …B Mars, J Heron, L Biddle, JL Donovan, R Holley… - Journal of Affective …, 2015 - Elsevier… Not in employment, education, or training (NEET) age 21 years, 8.2% (311/3,785),
7.9% (232/2,928), 9.2% (79/857), 1.17 [0.90 to 1.54], 0.225 … Altogether 20.8%
(n=819/3946) young people in the sample had a history of self-harm … 
  Dirujuk 61 kali Artikel terkait 11 versi  ","[HTML][HTML] Exposure to, and searching for, information about suicide and self-harm on the Internet: Prevalence and predictors in a population based cohort of young …","B Mars, J Heron, L Biddle, JL Donovan, R Holley… - Journal of Affective …, 2015 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0165032715003729,"B Mars, J Heron, L Biddle, JL Donovan, R Holley… "," Journal of Affective …, 2015 ", Elsevier,11,61, Journal of Affective …,2015
"Prior suicide attempts predict worse clinical and functional outcomes in young people attending a mental health serviceF Iorfino, DF Hermens, SPM Cross… - Journal of Affective …, 2018 - Elsevier… the extent to which they have already demonstrated significant functional impairment – notably
in terms of receipt of external income support and NEET status (O'Dea et al., 2014). This work
has demonstrated that for the majority of these young people, functional impairment … 
  Dirujuk 5 kali Artikel terkait 10 versi  ",Prior suicide attempts predict worse clinical and functional outcomes in young people attending a mental health service,"F Iorfino, DF Hermens, SPM Cross… - Journal of Affective …, 2018 - Elsevier",https://www.sciencedirect.com/science/article/pii/S016503271732606X,"F Iorfino, DF Hermens, SPM Cross… "," Journal of Affective …, 2018 ", Elsevier,10,5, Journal of Affective …,2018
"Neurocognitive clusters: a pilot study of young people with affective disorders in an inpatient facilityAM Tickell, EM Scott, T Davenport, F Iorfino… - Journal of affective …, 2019 - Elsevier… of patients not being in current education, employment or training (NEET status … and-paper formats
would be helpful in establishing clinical utility in younger affective disorder … that neurocognitive
profiles are important in understanding phenotypes within young people with severe … 
  Dirujuk 6 kali Artikel terkait 7 versi  ",Neurocognitive clusters: a pilot study of young people with affective disorders in an inpatient facility,"AM Tickell, EM Scott, T Davenport, F Iorfino… - Journal of affective …, 2019 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0165032717326794,"AM Tickell, EM Scott, T Davenport, F Iorfino… "," Journal of affective …, 2019 ", Elsevier,7,6, Journal of affective …,2019
"NEET status among young Greeks: Association with mental health and substance useM Basta, S Karakonstantis, K Koutra… - Journal of affective …, 2019 - Elsevier… Τable 1). Furthermore, this subgroup was rationally selected based on the time when most young
people leave education … 1). To demonstrate the impact of the duration of NEET status (based on
the duration of unemployment) we compared short-term NEETs to long-term … 
  Dirujuk 1 kali Artikel terkait 6 versi  ",NEET status among young Greeks: Association with mental health and substance use,"M Basta, S Karakonstantis, K Koutra… - Journal of affective …, 2019 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0165032719301764,"M Basta, S Karakonstantis, K Koutra… "," Journal of affective …, 2019 ", Elsevier,6,1, Journal of affective …,2019
"[PDF][PDF] Have NEETs become an important social issue in Asian countries?EK Liang - Journal of Asian Studies, 2009 - sites.google.com… Young people are not motivated enough to work and do not know or can not decide what they …
Although many parents do not care much about it, NEET groups have become a burden to some …
on their parents; some of them still have to raise children who are NEETs, which is a … 
  Dirujuk 11 kali Artikel terkait  Versi HTML ",[PDF][PDF] Have NEETs become an important social issue in Asian countries?,"EK Liang - Journal of Asian Studies, 2009 - sites.google.com",https://sites.google.com/site/thejournalofasianstudies/Home/jas-scic-version-vol-1-papers-1/haveneetsbecomeanimportantsocialissueinasiancountries/Ellie.pdf,EK Liang ," Journal of Asian Studies, 2009 ", sites.google.com,1,11, Journal of Asian Studies,2009
"The Baltic miracle? The economic crisis and its consequences for young people in the labor market of the Baltic states, 2007–2017P Michoń - Journal of Baltic Studies, 2019 - Taylor & Francis… number of vacancies are likely to result in unemployment or inactivity (NEETs – young people
not in … baby-boomer cohort approaches retirement in the Baltic states, the younger cohorts entering …
Young people were severely affected by the shrinking economies in the Baltic states … 
  Dirujuk 3 kali Artikel terkait 2 versi  ","The Baltic miracle? The economic crisis and its consequences for young people in the labor market of the Baltic states, 2007–2017","P Michoń - Journal of Baltic Studies, 2019 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/01629778.2019.1570287,P Michoń ," Journal of Baltic Studies, 2019 ", Taylor & Francis,2,3, Journal of Baltic Studies,2019
"Committed to work but vulnerable: Self‐perceptions and mental health in NEET 18‐year olds from a contemporary British cohortS Goldman‐Mellor, A Caspi… - Journal of Child …, 2016 - Wiley Online Library… Understanding their self‐perceived economic potential may clarify what factors present the
best targets for intervention and support among NEET youth, as well as for the larger
population of young people who are trying to find their path forward in life … 
  Dirujuk 58 kali Artikel terkait 19 versi  ",Committed to work but vulnerable: Self‐perceptions and mental health in NEET 18‐year olds from a contemporary British cohort,"S Goldman‐Mellor, A Caspi… - Journal of Child …, 2016 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1111/jcpp.12459,"S Goldman‐Mellor, A Caspi… "," Journal of Child …, 2016 ", Wiley Online Library,19,58, Journal of Child …,2016
"A socio-digital ecology approach to understanding digital inequalities among young peopleEJ Helsper - Journal of children and media, 2017 - Taylor & Francis… Employment or Training (NEETs) are considered the most disadvantaged group of young people
in a … survey that lower skill and literacy levels do not satisfactorily explain NEET disengagement …
activities and outcomes of ICT use are experienced differently by NEETs and their … 
  Dirujuk 6 kali Artikel terkait 2 versi  ",A socio-digital ecology approach to understanding digital inequalities among young people,"EJ Helsper - Journal of children and media, 2017 - Taylor & Francis",https://www.tandfonline.com/doi/full/10.1080/17482798.2017.1306370,EJ Helsper ," Journal of children and media, 2017 ", Taylor & Francis,2,6, Journal of children and media,2017
"Meaning of social inclusion to young people not in employment, education or trainingH Rose, A Daiches, J Potier - Journal of Community & Applied …, 2012 - Wiley Online Library… Crossref. Fabio Gaspani, Neet: questioni definitorie e linee guida all'utilizzo della categoria,
SOCIOLOGIA E POLITICHE SOCIALI, 1, (111), (2017) … Crossref. Sara Alfieri, Emiliano Sironi,
Elena Marta, Alessandro Rosina and Daniela Marzana, Young Italian NEETs (Not in … 
  Dirujuk 45 kali Artikel terkait 6 versi  ","Meaning of social inclusion to young people not in employment, education or training","H Rose, A Daiches, J Potier - Journal of Community & Applied …, 2012 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1002/casp.1118,"H Rose, A Daiches, J Potier "," Journal of Community & Applied …, 2012 ", Wiley Online Library,6,45, Journal of Community & Applied …,2012
